id,node1,node2,is_linked,max_flow
5284,621,6593,1,3
5285,2105,4157,0,1
5286,4021,6218,0,1
5287,555,5374,0,2
5288,523,3682,1,4
5289,195,2921,0,1
5290,670,1154,0,1
5291,2060,5879,0,1
5292,2097,2999,0,2
5293,6104,6564,1,3
5294,4013,4439,1,1
5295,3164,4294,1,5
5296,1774,4149,1,4
5297,2782,7098,0,1
5298,69,174,1,3
5299,2854,6332,0,1
5300,990,3860,0,2
5301,2042,7460,0,1
5302,283,1424,0,3
5303,1322,1815,0,4
5304,3645,4656,0,1
5305,535,2235,0,1
5306,3652,3838,0,1
5307,189,3809,1,2
5308,2836,4797,0,1
5309,2696,3809,1,1
5310,3151,4688,1,2
5311,3323,4996,1,2
5312,5900,6434,1,1
5313,993,7594,1,1
5314,2439,4345,0,1
5315,10,2235,1,1
5316,2297,3972,1,1
5317,463,1902,1,4
5318,1404,1561,0,4
5319,2455,7509,0,2
5320,3432,4452,0,1
5321,1686,5183,1,5
5322,178,2330,1,1
5323,1468,1869,0,1
5324,67,6217,1,3
5325,628,6551,1,7
5326,4051,7393,1,2
5327,3577,5583,0,1
5328,1292,3809,1,1
5329,1090,6824,0,1
5330,3607,5320,1,1
5331,1754,3713,1,1
5332,2751,6919,1,1
5333,2807,2930,1,2
5334,2259,4850,0,1
5335,6686,7231,1,1
5336,133,2625,1,5
5337,3563,6386,1,1
5338,990,7110,1,3
5339,5202,7571,1,3
5340,4919,6791,0,1
5341,908,3878,0,1
5342,932,7576,0,1
5343,3380,5937,1,2
5344,1140,6505,0,1
5345,156,366,0,1
5346,1651,7301,0,1
5347,202,2058,1,1
5348,6879,7571,1,10
5349,2402,7515,1,3
5350,5863,7383,1,1
5351,2319,4304,0,1
5352,1562,3263,0,1
5353,997,2216,0,5
5354,153,5252,0,1
5355,1347,7283,0,1
5356,2025,5659,1,1
5357,0,2691,0,1
5358,1803,2004,1,2
5359,3178,6821,0,1
5360,1401,7154,0,1
5361,2320,2827,1,3
5362,1256,6029,0,1
5363,6535,7405,0,1
5364,6027,6953,0,1
5365,1713,3810,1,8
5366,4422,6868,1,13
5367,3305,7082,1,10
5368,178,7041,0,1
5369,2367,5398,0,1
5370,867,4851,0,2
5371,2649,3647,0,1
5372,3283,5151,0,1
5373,5100,6052,0,1
5374,598,2970,1,2
5375,782,7202,1,1
5376,1283,4279,1,1
5377,1933,2110,0,1
5378,425,1548,0,2
5379,3410,6386,1,2
5380,1713,5862,1,6
5381,1884,5838,0,1
5382,3151,4238,1,2
5383,3835,6500,0,2
5384,3128,5882,1,1
5385,2302,7174,1,4
5386,3833,4637,0,1
5387,2095,2615,0,4
5388,52,1712,1,1
5389,361,6799,1,10
5390,609,2031,0,1
5391,4984,6258,1,1
5392,1923,4504,0,2
5393,2675,4403,0,1
5394,448,4906,0,2
5395,1444,4031,1,5
5396,5934,6341,0,1
5397,4793,5646,1,1
5398,1084,1214,0,1
5399,1102,4333,1,2
5400,32,425,0,2
5401,4091,4721,0,1
5402,4029,4517,0,1
5403,1639,4996,0,2
5404,506,6949,1,1
5405,286,1718,1,1
5406,440,1896,1,3
5407,367,2365,0,1
5408,4900,6682,0,1
5409,13,895,1,1
5410,863,2078,0,2
5411,1042,3304,1,3
5412,3464,4468,1,2
5413,4463,7461,0,1
5414,3398,3669,0,1
5415,3120,4280,0,1
5416,2013,2637,1,5
5417,1844,5317,1,1
5418,2482,7290,1,1
5419,366,1902,1,2
5420,5298,7183,1,2
5421,6705,7256,1,6
5422,141,2427,0,1
5423,1366,3809,1,1
5424,1199,1941,0,1
5425,2441,3544,1,5
5426,410,2777,1,1
5427,2596,6763,1,5
5428,3826,3842,0,1
5429,2734,3056,1,1
5430,918,5266,1,1
5431,418,6025,0,1
5432,1803,4260,1,1
5433,2981,3362,0,1
5434,5475,5854,1,1
5435,1431,6260,1,6
5436,470,810,1,1
5437,1480,6949,0,1
5438,2394,6374,1,1
5439,502,5650,0,1
5440,3268,3537,0,1
5441,1902,4127,1,6
5442,5202,5646,0,3
5443,4921,7553,0,1
5444,4947,5592,1,2
5445,2581,3809,1,1
5446,38,5882,1,2
5447,3604,6366,0,1
5448,598,4822,0,1
5449,383,6659,0,1
5450,3362,4651,1,7
5451,2070,3110,0,1
5452,1764,3760,0,1
5453,2761,3701,0,1
5454,1298,2638,0,1
5455,2510,3896,0,3
5456,2150,5981,0,1
5457,1628,6484,1,2
5458,687,4688,0,1
5459,419,1712,1,1
5460,2170,4550,0,1
5461,174,1491,1,5
5462,2333,6057,0,1
5463,3615,5464,1,2
5464,538,2007,0,1
5465,4218,4930,0,1
5466,3373,3536,0,1
5467,572,3741,0,1
5468,286,5829,0,1
5469,3367,5987,1,1
5470,1250,2613,0,1
5471,1638,5026,1,10
5472,3440,6451,0,1
5473,67,6628,0,3
5474,3828,4746,1,3
5475,97,6416,1,3
5476,2089,4604,0,3
5477,3165,4141,0,1
5478,1767,3916,0,1
5479,890,3809,1,1
5480,142,5491,1,2
5481,1786,5677,0,1
5482,4059,6202,0,2
5483,601,1520,0,1
5484,600,3115,1,1
5485,1635,6812,1,1
5486,286,1940,1,3
5487,1681,4524,1,2
5488,3757,7174,1,5
5489,379,1908,1,1
5490,5769,5787,1,5
5491,5054,6941,0,1
5492,6057,6673,1,1
5493,1891,4643,0,1
5494,2369,3270,0,1
5495,2688,3645,0,1
5496,4947,6440,1,3
5497,2629,3682,1,7
5498,5119,7383,0,1
5499,2528,5320,1,1
5500,5576,6037,1,1
5501,683,7557,1,2
5502,88,6668,1,5
5503,5235,7444,0,1
5504,3565,3644,0,1
5505,5624,5790,1,5
5506,2887,4080,0,1
5507,1002,6265,0,2
5508,190,7190,1,3
5509,1573,3304,1,1
5510,1640,2459,0,1
5511,1971,4105,1,1
5512,4337,6332,0,1
5513,1361,7482,0,1
5514,1164,1272,0,1
5515,718,7333,0,1
5516,2013,7426,1,11
5517,1742,3757,1,2
5518,2959,7393,1,3
5519,3409,6965,1,1
5520,696,2425,0,1
5521,606,1220,1,1
5522,986,3268,0,1
5523,3998,7543,1,2
5524,3976,7124,1,16
5525,2856,3608,0,1
5526,1798,6776,1,2
5527,4462,7474,0,1
5528,874,3468,0,1
5529,1672,3468,1,3
5530,1028,3809,1,1
5531,846,4265,0,1
5532,2187,6578,1,1
5533,4079,4296,1,4
5534,4447,6281,0,3
5535,1631,7589,1,1
5536,4324,5135,1,4
5537,517,2330,1,4
5538,3973,6265,0,1
5539,2347,4447,0,2
5540,309,3058,0,1
5541,1481,7419,1,2
5542,1375,2901,1,2
5543,5549,6960,0,1
5544,353,3607,0,1
5545,2187,5981,1,10
5546,3917,7118,1,2
5547,98,5074,0,1
5548,4267,5380,0,1
5549,2615,7283,1,7
5550,804,4947,0,2
5551,3233,6774,1,1
5552,3160,6294,0,1
5553,657,6323,1,5
5554,1035,6333,0,1
5555,2816,3263,1,3
5556,3249,6024,0,1
5557,1749,6902,0,2
5558,0,3774,0,1
5559,1324,5636,1,1
5560,1760,5342,1,2
5561,2419,3252,1,4
5562,2159,3572,0,1
5563,4771,6852,0,1
5564,3816,5816,1,1
5565,6911,7124,0,1
5566,516,6564,0,2
5567,2115,3750,0,3
5568,1582,4900,0,1
5569,1316,3761,0,1
5570,2432,3809,1,2
5571,4345,5490,1,1
5572,1637,4080,0,1
5573,3559,4651,1,5
5574,3244,3244,1,0
5575,1090,2986,0,1
5576,2764,5294,0,5
5577,5441,6616,0,1
5578,1883,1929,1,4
5579,3714,7223,1,2
5580,188,6027,0,1
5581,2488,5038,0,1
5582,1030,2508,1,2
5583,6230,6795,1,6
5584,5162,6226,0,1
5585,1139,2416,0,1
5586,1443,3976,1,3
5587,504,5132,1,11
5588,4022,7594,0,1
5589,1328,3434,0,1
5590,2329,6053,0,1
5591,2675,3600,0,3
5592,2854,5541,0,2
5593,6057,6401,0,1
5594,1318,3363,0,1
5595,583,977,0,1
5596,3717,3809,1,2
5597,1478,3809,1,1
5598,1690,2482,1,4
5599,4629,5790,1,1
5600,504,2615,1,7
5601,1620,2073,0,1
5602,280,4217,1,2
5603,127,3372,0,1
5604,4628,6870,1,1
5605,1272,2857,0,1
5606,1078,3878,1,1
5607,4705,7470,0,1
5608,4837,5396,1,1
5609,886,3604,1,1
5610,572,3809,1,1
5611,487,3809,1,2
5612,1082,4358,0,2
5613,1161,6631,0,1
5614,5352,5775,0,1
5615,1761,4583,0,1
5616,1245,1245,1,0
5617,581,6245,0,1
5618,4641,7223,1,1
5619,3233,5786,0,1
5620,5673,7001,0,1
5621,1956,3396,0,1
5622,1324,5312,0,1
5623,6256,6965,0,1
5624,4536,6440,1,3
5625,5310,6502,0,1
5626,2950,3809,1,1
5627,2265,7298,1,3
5628,654,3923,1,1
5629,2474,2757,0,1
5630,4099,5162,0,3
5631,3066,3839,0,1
5632,17,4491,0,2
5633,851,1022,1,1
5634,2347,3314,1,2
5635,3283,6930,1,2
5636,4422,6546,1,3
5637,2287,5738,0,1
5638,2013,3976,1,11
5639,624,677,0,2
5640,1347,7341,0,1
5641,1684,3273,1,1
5642,1786,3257,1,4
5643,6208,6852,1,1
5644,5178,6104,0,7
5645,3666,5705,1,2
5646,3032,4296,1,5
5647,36,4797,0,1
5648,1570,4294,1,5
5649,5146,5712,1,4
5650,4269,5672,0,1
5651,295,1004,0,1
5652,2066,3809,1,1
5653,2320,3937,1,1
5654,1562,3719,0,1
5655,360,7560,1,8
5656,1962,3314,1,1
5657,3362,7082,1,10
5658,4045,5712,1,4
5659,916,1597,1,1
5660,1994,3820,0,1
5661,2464,4814,1,3
5662,908,4080,0,1
5663,2099,3133,0,2
5664,6036,6593,1,3
5665,2037,2750,0,1
5666,3048,3741,0,1
5667,5864,6548,1,4
5668,1866,4487,0,1
5669,5026,5147,0,1
5670,4104,4350,0,1
5671,918,3776,0,2
5672,2437,6093,1,1
5673,2869,3274,0,1
5674,3923,7571,1,5
5675,445,1661,0,1
5676,2260,6812,1,2
5677,1322,3153,0,4
5678,3184,4219,1,1
5679,1473,3809,1,1
5680,67,3574,1,2
5681,1961,3669,0,1
5682,3672,5544,0,1
5683,6546,6923,0,1
5684,4101,5788,0,1
5685,743,6811,0,2
5686,1488,2241,0,4
5687,887,4961,1,7
5688,851,3173,1,2
5689,3861,4264,0,1
5690,1933,2556,1,1
5691,303,6769,0,1
5692,1461,6363,0,1
5693,2187,3300,1,10
5694,1019,3326,1,2
5695,902,4787,0,4
5696,46,1421,0,1
5697,1271,1884,0,1
5698,819,6972,1,1
5699,1367,7507,0,1
5700,2739,7479,1,3
5701,211,3533,0,1
5702,433,6718,0,1
5703,1047,4427,0,1
5704,3607,6761,1,3
5705,133,1727,0,1
5706,759,4852,1,6
5707,834,3249,0,1
5708,1337,2917,0,1
5709,881,7002,1,4
5710,2285,2887,1,3
5711,887,3089,1,6
5712,1124,5373,0,1
5713,1176,1908,1,1
5714,1721,6807,0,1
5715,94,4873,0,1
5716,2595,4594,0,1
5717,62,1171,0,1
5718,3960,5882,1,12
5719,633,2280,1,1
5720,3543,7111,1,4
5721,6204,6258,1,1
5722,3897,5482,0,1
5723,26,2744,1,5
5724,141,220,0,1
5725,3089,4582,0,1
5726,5824,6761,1,1
5727,782,1777,1,2
5728,2280,4036,0,1
5729,1246,3888,0,1
5730,592,1154,0,1
5731,1424,7289,1,4
5732,851,3133,1,2
5733,6293,6925,0,1
5734,2954,3004,1,1
5735,5605,5681,1,2
5736,3823,5691,1,1
5737,1235,6005,0,1
5738,4966,7426,1,1
5739,2458,5521,0,1
5740,839,1421,0,1
5741,1558,4229,0,1
5742,2565,3809,1,1
5743,5347,7496,0,2
5744,1110,3321,0,1
5745,1681,3817,0,1
5746,4270,5359,1,1
5747,902,2210,0,1
5748,4461,4658,0,1
5749,4347,4658,1,1
5750,6156,7426,1,2
5751,1255,1548,0,2
5752,4218,6903,0,1
5753,2323,3746,0,1
5754,962,5782,1,2
5755,522,4571,0,1
5756,1163,5095,0,1
5757,4229,7289,0,1
5758,1573,2365,0,1
5759,270,3031,0,2
5760,2648,5272,0,2
5761,1573,2494,0,1
5762,4661,4721,0,1
5763,2778,7576,1,1
5764,4572,5332,0,1
5765,4943,5167,1,1
5766,1675,3809,1,1
5767,728,5350,0,2
5768,451,6080,0,1
5769,191,2134,1,1
5770,1439,5090,0,1
5771,338,6227,0,3
5772,583,5107,1,2
5773,5193,5396,1,3
5774,5874,6036,1,3
5775,2150,6116,1,1
5776,3343,4313,1,2
5777,605,5486,0,1
5778,3778,7061,1,1
5779,2834,4364,1,1
5780,842,3886,0,1
5781,487,4613,1,1
5782,1635,5335,0,1
5783,1839,7460,0,1
5784,1414,2484,0,1
5785,25,2622,0,1
5786,990,4737,0,1
5787,466,5142,1,1
5788,3305,4458,0,1
5789,1961,7174,1,2
5790,795,4167,1,1
5791,114,1906,1,4
5792,5493,6408,0,2
5793,2037,7509,1,2
5794,173,2704,0,1
5795,2994,4157,0,2
5796,695,2379,0,1
5797,2366,2706,1,7
5798,2498,3639,0,1
5799,932,3155,0,2
5800,962,5772,1,4
5801,4203,5537,0,1
5802,2704,3438,1,1
5803,4491,7209,0,1
5804,581,3809,1,3
5805,370,7190,1,2
5806,5243,5864,1,2
5807,628,5771,1,1
5808,1772,5967,1,2
5809,2345,2599,1,1
5810,2280,2330,1,14
5811,2824,7228,0,1
5812,5147,6186,0,1
5813,807,4894,1,1
5814,2310,3427,1,4
5815,3491,4807,0,1
5816,1252,5209,0,1
5817,3350,6322,1,1
5818,4594,5467,0,1
5819,2442,4767,0,1
5820,853,1080,0,1
5821,3369,4030,1,1
5822,3340,7571,1,3
5823,298,3151,0,2
5824,1838,6961,1,3
5825,2448,3193,0,1
5826,845,6963,0,1
5827,782,2344,0,1
5828,797,2423,1,2
5829,5497,6535,0,1
5830,245,2144,0,1
5831,864,2764,1,3
5832,1413,5118,0,1
5833,1314,5792,1,3
5834,4689,6255,0,1
5835,2328,2613,0,2
5836,3220,7482,1,1
5837,127,4491,0,2
5838,5030,6186,1,1
5839,653,6891,1,1
5840,1662,2957,1,4
5841,4894,7403,0,1
5842,880,2590,1,3
5843,5142,5271,1,5
5844,3790,6440,0,1
5845,992,6932,0,1
5846,4501,4982,1,1
5847,1247,4485,0,1
5848,962,3350,1,5
5849,2811,3300,1,1
5850,1570,4239,1,3
5851,5787,6162,0,2
5852,1372,2980,1,7
5853,46,3165,0,1
5854,4433,6774,1,1
5855,1681,6225,0,3
5856,1491,3917,0,2
5857,1018,3803,0,1
5858,3169,3314,1,1
5859,2957,6551,1,16
5860,1906,6227,1,3
5861,1393,1503,0,1
5862,2996,3976,1,3
5863,916,6392,0,1
5864,1713,3760,1,5
5865,4205,7110,1,1
5866,6072,6999,0,1
5867,3398,3809,1,1
5868,1912,5162,0,1
5869,380,997,1,3
5870,5878,6416,1,3
5871,3265,5415,0,1
5872,5445,6716,0,1
5873,4906,6108,1,2
5874,1634,5972,1,1
5875,1820,5353,1,1
5876,6162,6972,1,2
5877,1354,4580,0,2
5878,5303,7560,1,1
5879,171,3332,1,1
5880,5772,5928,1,2
5881,3826,5872,1,1
5882,2099,2296,0,1
5883,84,1523,0,1
5884,114,2642,0,1
5885,6085,6917,1,3
5886,4267,5875,1,2
5887,5813,6441,1,2
5888,3252,6681,1,3
5889,1016,5352,0,2
5890,2854,7248,0,2
5891,1561,4313,1,4
5892,573,7008,0,1
5893,3772,5884,1,2
5894,1324,7382,0,1
5895,3350,6006,0,1
5896,2848,7594,1,1
5897,2722,3768,0,1
5898,864,1148,1,3
5899,271,5862,1,4
5900,2482,3362,1,5
5901,1699,6416,1,14
5902,3202,5780,0,1
5903,5193,6441,1,3
5904,6361,6930,0,1
5905,491,3066,0,1
5906,394,6317,1,1
5907,581,2614,0,3
5908,332,2555,0,1
5909,744,2645,1,2
5910,3761,5915,1,1
5911,5467,6551,1,2
5912,5572,6218,0,1
5913,4191,7342,0,1
5914,4058,4238,1,1
5915,931,1289,0,1
5916,1534,7082,1,1
5917,1940,2276,0,1
5918,3719,6167,0,1
5919,366,7196,1,1
5920,1550,4585,0,5
5921,1803,4706,1,2
5922,1692,5202,1,1
5923,5068,6799,1,3
5924,3193,4213,0,1
5925,2129,4826,1,2
5926,1365,2884,0,1
5927,386,5969,0,1
5928,2397,5507,0,1
5929,5,6416,1,2
5930,750,2385,0,1
5931,464,3809,1,5
5932,2339,4319,1,1
5933,5304,5645,1,1
5934,5039,5769,1,6
5935,227,4213,1,1
5936,60,592,1,1
5937,2202,6178,0,1
5938,3313,4201,1,4
5939,237,7392,0,1
5940,114,2265,0,5
5941,2253,6449,1,1
5942,4894,6570,1,1
5943,4030,4722,1,2
5944,4010,5583,1,1
5945,1045,1779,0,1
5946,2177,7012,0,1
5947,213,2520,0,1
5948,2714,6053,0,1
5949,2358,3618,1,3
5950,2128,3157,0,1
5951,493,4470,1,1
5952,3072,4103,0,1
5953,2187,6072,0,1
5954,638,6344,0,2
5955,316,3809,1,1
5956,288,3171,0,1
5957,3773,5673,1,2
5958,845,7284,0,1
5959,4943,6691,0,1
5960,4722,7498,1,1
5961,674,5227,0,1
5962,670,5435,0,1
5963,5330,6265,1,2
5964,6133,6749,0,1
5965,17,7572,0,1
5966,470,1634,0,1
5967,2419,3842,1,2
5968,190,3463,1,1
5969,3350,4809,1,6
5970,195,5135,1,3
5971,750,2013,0,1
5972,3730,4586,0,1
5973,5268,6378,1,2
5974,4034,4929,0,1
5975,2241,6870,1,5
5976,3678,6393,0,1
5977,219,687,1,1
5978,317,3181,1,2
5979,5532,7002,0,1
5980,3904,5513,1,1
5981,759,7045,1,3
5982,4986,5493,1,1
5983,434,6378,1,7
5984,1722,5193,0,1
5985,3862,6238,0,1
5986,148,2975,0,1
5987,6284,7382,1,2
5988,2663,3809,1,1
5989,2252,4624,1,3
5990,4256,6902,0,1
5991,4638,7383,1,4
5992,1226,2484,0,4
5993,628,1825,0,1
5994,656,6787,1,1
5995,688,3508,1,2
5996,2977,3634,1,1
5997,4076,6200,0,1
5998,5838,7479,1,3
5999,658,4922,1,4
6000,800,3809,1,1
6001,1421,6498,0,1
6002,2140,6234,0,1
6003,3843,4718,1,1
6004,452,990,0,3
6005,2096,7333,0,1
6006,3787,5934,1,5
6007,3574,5151,1,1
6008,6262,7082,1,10
6009,2238,3568,1,2
6010,1394,2732,1,2
6011,2637,7571,1,5
6012,1580,3432,0,1
6013,3083,5465,0,1
6014,2884,3965,0,1
6015,1369,3625,0,1
6016,2070,2365,0,1
6017,2949,3483,0,1
6018,1179,5330,0,2
6019,926,1849,0,1
6020,6847,7258,1,2
6021,572,3851,0,1
6022,2004,4637,0,2
6023,4553,7553,0,1
6024,164,5771,0,1
6025,2067,5659,0,1
6026,432,2403,1,12
6027,2648,4221,1,2
6028,1695,1908,1,7
6029,5142,6193,1,1
6030,4146,5981,1,10
6031,2442,4782,1,3
6032,5423,5858,0,2
6033,382,3809,1,4
6034,338,2590,1,6
6035,2566,6822,0,1
6036,6285,7309,1,3
6037,1048,5272,1,1
6038,419,2534,0,1
6039,1171,7403,0,1
6040,5583,6619,0,1
6041,1540,6681,1,1
6042,1226,6386,1,4
6043,1567,2129,1,1
6044,1161,6960,0,1
6045,2429,6806,1,1
6046,5769,5792,1,6
6047,3684,6960,0,1
6048,5030,5713,0,1
6049,6536,7479,1,1
6050,2523,6382,0,1
6051,979,6230,1,2
6052,3153,3544,1,4
6053,2698,3731,0,1
6054,2763,3103,0,1
6055,2706,3427,1,7
6056,410,1413,0,1
6057,425,4265,0,1
6058,3389,7509,0,1
6059,5889,7385,0,1
6060,2303,3146,1,3
6061,3952,3966,1,1
6062,4333,7571,1,2
6063,1803,1803,1,0
6064,1681,2367,0,1
6065,3366,6386,1,2
6066,4114,4972,1,1
6067,1471,3057,0,1
6068,2319,3154,1,2
6069,1327,3809,1,1
6070,2783,7082,1,2
6071,2614,6911,0,1
6072,3032,7154,1,4
6073,1699,2957,1,14
6074,2797,7403,1,6
6075,109,2863,1,3
6076,1305,7124,1,3
6077,3603,5169,0,1
6078,736,6393,0,1
6079,644,836,0,4
6080,2459,4064,0,2
6081,6116,7165,0,1
6082,3232,4889,1,1
6083,4699,5294,1,1
6084,2187,7228,1,1
6085,2379,4203,0,1
6086,235,4811,0,2
6087,2414,2941,0,1
6088,2511,6393,0,1
6089,4146,7272,1,12
6090,2140,2987,1,3
6091,2778,3421,0,1
6092,3940,4870,0,1
6093,6997,7388,0,1
6094,2038,5486,1,3
6095,232,6906,1,2
6096,516,3635,1,1
6097,1961,5584,0,1
6098,4490,5178,0,1
6099,6874,7571,1,1
6100,768,1102,0,1
6101,1751,2238,1,2
6102,1399,2028,0,1
6103,5116,6514,0,1
6104,562,4620,1,2
6105,4033,5537,1,1
6106,4182,6108,1,6
6107,2118,4304,0,1
6108,3626,5475,0,1
6109,4722,7149,1,3
6110,6202,6567,1,2
6111,4010,5169,0,1
6112,236,887,1,1
6113,527,5030,0,1
6114,1640,6774,1,1
6115,2172,2691,1,2
6116,2083,2196,0,1
6117,2119,5705,0,2
6118,3735,7311,1,1
6119,360,3194,1,4
6120,144,2016,0,1
6121,3600,5783,0,3
6122,2691,4546,0,2
6123,3569,6401,1,1
6124,1110,2361,0,1
6125,1545,4495,1,2
6126,6024,6508,1,6
6127,137,3034,1,3
6128,3213,5854,1,2
6129,2964,6222,1,1
6130,782,7514,1,2
6131,53,6054,0,1
6132,1868,4076,1,3
6133,1956,3809,1,1
6134,573,7118,0,1
6135,1520,6317,0,1
6136,1377,2616,1,1
6137,6535,6840,0,1
6138,5858,6323,1,2
6139,863,1908,1,3
6140,1318,5580,0,1
6141,3482,5090,0,1
6142,3976,4753,1,1
6143,6397,7174,1,1
6144,7084,7103,1,3
6145,119,3314,1,1
6146,4064,7223,1,4
6147,815,7518,1,4
6148,1419,4859,1,1
6149,4064,5399,0,1
6150,5915,6961,0,1
6151,4059,4938,1,4
6152,2905,3413,1,1
6153,1176,2639,0,1
6154,79,466,1,1
6155,2019,4019,1,2
6156,381,6247,1,1
6157,1729,5629,0,1
6158,2171,5500,0,2
6159,1071,6423,0,2
6160,1445,4379,0,2
6161,62,2046,1,1
6162,2403,3828,0,3
6163,3341,5981,1,6
6164,3497,4571,0,1
6165,888,2849,0,1
6166,2280,3472,1,2
6167,831,3110,0,1
6168,2089,2732,1,4
6169,2853,7174,1,1
6170,318,592,0,1
6171,5162,6716,0,1
6172,1026,3447,1,1
6173,616,4447,1,6
6174,6960,7493,0,1
6175,1190,3677,0,1
6176,392,2998,0,1
6177,794,3809,1,1
6178,4782,7283,1,3
6179,1713,4917,0,1
6180,596,5276,0,1
6181,3045,5107,1,1
6182,3781,6548,0,3
6183,490,3904,0,1
6184,188,366,1,2
6185,1322,1491,1,5
6186,2012,3007,0,1
6187,3087,6378,1,16
6188,3872,4445,0,1
6189,36,6227,0,1
6190,1322,5663,1,1
6191,2688,6868,1,3
6192,1042,3714,0,2
6193,699,4123,0,1
6194,3047,5300,0,1
6195,2891,4520,0,1
6196,931,1975,1,1
6197,3393,5803,1,2
6198,3154,3657,0,3
6199,3232,5788,0,1
6200,2884,4649,1,1
6201,5163,5437,1,2
6202,3470,3809,1,2
6203,3432,3809,1,1
6204,5271,7258,1,6
6205,4990,6482,0,2
6206,4,3829,0,1
6207,1852,2129,0,1
6208,470,3527,1,1
6209,840,1908,1,7
6210,2000,7120,0,1
6211,3734,6436,0,1
6212,5720,5980,1,1
6213,1521,7479,1,4
6214,4379,5869,0,1
6215,3517,3809,1,1
6216,395,4489,0,1
6217,2089,4848,1,2
6218,1902,6703,0,1
6219,831,5816,0,1
6220,1098,5026,0,1
6221,1729,2001,1,1
6222,4360,5629,1,1
6223,237,4269,0,1
6224,1817,5846,0,2
6225,784,886,0,1
6226,1394,4127,1,2
6227,718,1188,0,1
6228,5720,6975,0,1
6229,1675,5745,0,1
6230,459,5651,1,3
6231,2439,3960,1,2
6232,2528,4231,0,1
6233,173,6051,1,1
6234,5915,6795,0,1
6235,1467,5240,1,1
6236,1529,3263,0,1
6237,2442,3940,0,1
6238,649,2881,0,1
6239,656,6006,0,1
6240,681,3104,0,1
6241,2098,2786,1,5
6242,4917,5645,1,1
6243,571,3240,0,1
6244,3569,7363,0,1
6245,2788,3178,1,3
6246,380,2764,0,3
6247,3001,6442,0,3
6248,4879,6551,1,2
6249,74,7202,0,1
6250,5358,6903,1,1
6251,2901,6876,0,3
6252,2037,6925,0,1
6253,6659,7426,1,1
6254,1520,2700,0,1
6255,1171,1979,0,1
6256,1199,1280,1,2
6257,990,3469,1,3
6258,2140,5118,1,3
6259,1215,3924,1,1
6260,2004,7460,1,1
6261,342,4337,1,2
6262,4350,6754,1,1
6263,504,3314,1,11
6264,2085,7174,1,2
6265,2863,4489,0,1
6266,3618,7082,0,3
6267,1030,3809,1,10
6268,264,6868,0,2
6269,368,3094,0,6
6270,5317,6635,1,2
6271,2823,4708,0,1
6272,270,3603,1,2
6273,1429,4084,1,1
6274,699,2831,0,1
6275,1954,5052,0,1
6276,5943,6254,0,1
6277,1084,5530,0,1
6278,808,3151,0,1
6279,951,2998,0,1
6280,2191,7543,0,1
6281,1055,4702,0,2
6282,1705,6376,0,1
6283,361,432,1,12
6284,4209,6442,0,2
6285,1981,3809,1,1
6286,1492,4832,1,1
6287,245,4715,1,4
6288,1794,2916,0,1
6289,148,2396,0,1
6290,2834,6567,0,1
6291,2731,3809,1,1
6292,2234,2441,0,1
6293,1261,2085,1,2
6294,4218,5248,0,1
6295,966,5981,1,1
6296,1590,3901,0,1
6297,3574,6559,1,2
6298,459,1268,1,3
6299,3761,4328,0,1
6300,479,5030,1,3
6301,382,6386,1,4
6302,520,3809,1,7
6303,156,7124,1,1
6304,3077,5100,0,1
6305,26,1140,0,1
6306,2385,6543,0,1
6307,1534,4782,0,1
6308,5766,6614,0,1
6309,921,6870,0,2
6310,485,6153,1,1
6311,2996,4516,0,1
6312,195,902,1,3
6313,2282,3809,1,1
6314,838,848,0,1
6315,5874,7379,1,3
6316,2100,4687,0,2
6317,233,5018,0,1
6318,2877,5192,0,1
6319,1016,2170,1,3
6320,784,1261,0,1
6321,232,306,1,3
6322,867,4556,0,1
6323,1252,5255,1,1
6324,1491,2414,1,5
6325,1643,5610,1,1
6326,2270,2861,0,1
6327,6116,6169,0,1
6328,826,6445,0,1
6329,3393,4550,1,1
6330,4045,5026,1,4
6331,5202,6621,0,1
6332,2555,6147,0,1
6333,272,6078,0,1
6334,743,3809,1,2
6335,3152,7039,0,1
6336,5587,7120,1,1
6337,2605,4722,0,1
6338,1219,3164,0,1
6339,1123,4721,1,2
6340,3823,5463,1,4
6341,5705,6120,0,2
6342,3643,7272,1,1
6343,4642,6416,1,2
6344,1048,4213,0,1
6345,1147,2880,0,1
6346,892,2752,0,1
6347,2836,3887,1,2
6348,13,4034,0,1
6349,250,3440,0,1
6350,2084,4304,0,1
6351,3210,6560,0,1
6352,1638,3976,1,10
6353,3440,4737,0,1
6354,3809,7051,1,3
6355,1767,3809,1,1
6356,2170,3647,0,2
6357,2028,2070,0,1
6358,345,6518,0,3
6359,6256,7108,0,1
6360,368,6225,1,3
6361,1948,6847,0,1
6362,1448,1917,0,1
6363,456,7223,0,1
6364,3192,6230,1,3
6365,1112,7540,0,1
6366,1513,4781,0,3
6367,512,5107,1,1
6368,656,2979,0,1
6369,5335,6911,1,1
6370,3324,4848,1,2
6371,1749,5039,0,6
6372,4782,7403,1,3
6373,208,3809,1,1
6374,1080,2216,0,1
6375,795,3861,0,1
6376,427,1853,1,3
6377,4651,5712,1,7
6378,70,2111,0,1
6379,601,4492,0,2
6380,3814,6930,1,2
6381,2274,2299,0,1
6382,437,859,1,4
6383,4363,5769,1,1
6384,1727,4004,0,1
